Fact_Summary,,,,,,,,,,,,,,,
order_id,order_placement_date,customer_id,customer_name,city,product_id,product_name,category,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty,In Full,On Time,On Time In Full,total_amount
FMR33721603,2025-03-01,789721,Logic Stores,Ahmedabad,25891301,AM Ghee 250,Dairy,59,2025-03-03,2025-03-03,59,1,1,1,13275.0
FMR32420403,2025-03-01,789420,Lidl,"New Jersey, US",25891301,AM Ghee 250,Dairy,87,2025-03-02,2025-03-02,87,1,1,1,45660.12300000001
FMR33420301,2025-03-01,789420,Lidl,"New Jersey, US",25891301,AM Ghee 250,Dairy,23,2025-03-03,2025-03-05,18,0,0,0,12071.067000000001
FMR33320501,2025-03-01,789320,Whole Foods Market,"New Jersey, US",25891301,AM Ghee 250,Dairy,46,2025-03-03,2025-03-03,46,1,1,1,24142.134000000002
FMR33122301,2025-03-01,789122,Coolblue,Vadodara,25891301,AM Ghee 250,Dairy,29,2025-03-03,2025-03-05,26,0,0,0,6525.0
FMR34101301,2025-03-01,789101,Costco Wholesale,"New Jersey, US",25891301,AM Ghee 250,Dairy,76,2025-03-04,2025-03-04,76,1,1,1,39887.00400000001
FMR33421301,2025-03-01,789421,Lotus Mart,Ahmedabad,25891301,AM Ghee 250,Dairy,75,2025-03-03,2025-03-05,67,0,0,0,16875.0
FMR34421301,2025-03-01,789421,Lotus Mart,Ahmedabad,25891301,AM Ghee 250,Dairy,47,2025-03-04,2025-03-04,45,0,1,0,10575.0
FMR34103403,2025-03-01,789103,Vijay Stores,Vadodara,25891301,AM Ghee 250,Dairy,71,2025-03-04,2025-03-04,67,0,1,0,15975.0
FMR32121301,2025-03-01,789121,Coolblue,Ahmedabad,25891301,AM Ghee 250,Dairy,72,2025-03-02,2025-03-03,65,0,0,0,16200.0
FMR34203601,2025-03-01,789203,Rel Fresh,Vadodara,25891301,AM Ghee 250,Dairy,100,2025-03-04,2025-03-04,100,1,1,1,22500.0
FMR33402303,2025-03-01,789402,Propel Mart,Ahmedabad,25891301,AM Ghee 250,Dairy,94,2025-03-03,2025-03-03,94,1,1,1,21150.0
FMR34221301,2025-03-01,789221,Atlas Stores,Ahmedabad,25891301,AM Ghee 250,Dairy,44,2025-03-04,2025-03-04,44,1,1,1,9900.0
FMR34202301,2025-03-01,789202,Rel Fresh,Ahmedabad,25891301,AM Ghee 250,Dairy,45,2025-03-04,2025-03-04,45,1,1,1,10125.0
FMR32522301,2025-03-01,789522,Acclaimed Stores,Vadodara,25891301,AM Ghee 250,Dairy,46,2025-03-02,2025-03-03,46,1,0,0,10350.0
FMR34522403,2025-03-01,789522,Acclaimed Stores,Vadodara,25891301,AM Ghee 250,Dairy,47,2025-03-04,2025-03-05,38,0,0,0,10575.0
FMR34520301,2025-03-01,789520,Fairway Market,"New Jersey, US",25891301,AM Ghee 250,Dairy,38,2025-03-04,2025-03-04,34,0,1,0,19943.502000000004
FMR33301301,2025-03-01,789301,Foodtown,"New Jersey, US",25891301,AM Ghee 250,Dairy,92,2025-03-03,2025-03-03,83,0,1,0,48284.268000000004
FMR34303602,2025-03-01,789303,Expression Stores,Vadodara,25891301,AM Ghee 250,Dairy,44,2025-03-04,2025-03-04,40,0,1,0,9900.0
FMR33220603,2025-03-01,789220,ShopRite,"New Jersey, US",25891301,AM Ghee 250,Dairy,75,2025-03-03,2025-03-03,75,1,1,1,39362.175
FMR32422301,2025-03-01,789422,Lotus Mart,Vadodara,25891301,AM Ghee 250,Dairy,63,2025-03-02,2025-03-02,63,1,1,1,14175.0
FMR33422301,2025-03-01,789422,Lotus Mart,Vadodara,25891301,AM Ghee 250,Dairy,63,2025-03-03,2025-03-05,60,0,0,0,14175.0
FMR34303602,2025-03-01,789303,Expression Stores,Vadodara,25891102,AM Milk 250,Dairy,352,2025-03-04,2025-03-04,317,0,1,0,21824.0
FMR34401102,2025-03-01,789401,Wegmans,"New Jersey, US",25891102,AM Milk 250,Dairy,369,2025-03-04,2025-03-03,369,1,1,1,64553.967000000004
FMR34520302,2025-03-01,789520,Fairway Market,"New Jersey, US",25891102,AM Milk 250,Dairy,373,2025-03-04,2025-03-05,336,0,0,0,65253.739
FMR32121102,2025-03-01,789121,Coolblue,Ahmedabad,25891102,AM Milk 250,Dairy,397,2025-03-02,2025-03-01,377,0,1,0,24614.0
FMR33902203,2025-03-01,789902,Elite Mart,Ahmedabad,25891102,AM Milk 250,Dairy,494,2025-03-03,2025-03-03,395,0,1,0,30628.0
FMR34902102,2025-03-01,789902,Elite Mart,Ahmedabad,25891102,AM Milk 250,Dairy,465,2025-03-04,2025-03-05,465,1,0,0,28830.0
FMR32503401,2025-03-01,789503,Viveks Stores,Vadodara,25891102,AM Milk 250,Dairy,459,2025-03-02,2025-03-02,367,0,1,0,28458.0
FMR32720302,2025-03-01,789720,Colonial Farms,"New Jersey, US",25891102,AM Milk 250,Dairy,402,2025-03-02,2025-03-02,402,1,1,1,70327.08600000001
FMR33720202,2025-03-01,789720,Colonial Farms,"New Jersey, US",25891102,AM Milk 250,Dairy,483,2025-03-03,2025-03-03,483,1,1,1,84497.46900000001
FMR34321602,2025-03-01,789321,Chiptec Stores,Ahmedabad,25891102,AM Milk 250,Dairy,368,2025-03-04,2025-03-04,331,0,1,0,22816.0
FMR32103503,2025-03-01,789103,Vijay Stores,Vadodara,25891102,AM Milk 250,Dairy,307,2025-03-02,2025-03-02,246,0,1,0,19034.0
FMR32421102,2025-03-01,789421,Lotus Mart,Ahmedabad,25891102,AM Milk 250,Dairy,309,2025-03-02,2025-03-04,278,0,0,0,19158.0
FMR34421301,2025-03-01,789421,Lotus Mart,Ahmedabad,25891102,AM Milk 250,Dairy,412,2025-03-04,2025-03-04,391,0,1,0,25544.0
FMR34320102,2025-03-01,789320,Whole Foods Market,"New Jersey, US",25891102,AM Milk 250,Dairy,432,2025-03-04,2025-03-05,432,1,0,0,75575.376
FMR32420102,2025-03-01,789420,Lidl,"New Jersey, US",25891102,AM Milk 250,Dairy,310,2025-03-02,2025-03-05,310,1,0,0,54232.33
FMR32702601,2025-03-01,789702,Sorefoz Mart,Ahmedabad,25891102,AM Milk 250,Dairy,478,2025-03-02,2025-03-02,454,0,1,0,29636.0
FMR34220601,2025-03-01,789220,ShopRite,"New Jersey, US",25891102,AM Milk 250,Dairy,473,2025-03-04,2025-03-04,473,1,1,1,82748.039
FMR34201202,2025-03-01,789201,Rel Fresh,"New Jersey, US",25891102,AM Milk 250,Dairy,372,2025-03-04,2025-03-04,353,0,1,0,65078.796
FMR32102102,2025-03-01,789102,Vijay Stores,Ahmedabad,25891102,AM Milk 250,Dairy,496,2025-03-02,2025-03-01,496,1,1,1,30752.0
FMR34122102,2025-03-01,789122,Coolblue,Vadodara,25891102,AM Milk 250,Dairy,443,2025-03-04,2025-03-06,399,0,0,0,27466.0
FMR33621102,2025-03-01,789621,Expert Mart,Ahmedabad,25891102,AM Milk 250,Dairy,480,2025-03-03,2025-03-06,480,1,0,0,29760.0
FMR32622502,2025-03-01,789622,Expert Mart,Vadodara,25891502,AM Biscuits 500,Food,153,2025-03-02,2025-03-02,138,0,1,0,30600.0
FMR33622502,2025-03-01,789622,Expert Mart,Vadodara,25891502,AM Biscuits 500,Food,132,2025-03-03,2025-03-03,132,1,1,1,26400.0
FMR32420602,2025-03-01,789420,Lidl,"New Jersey, US",25891502,AM Biscuits 500,Food,165,2025-03-02,2025-03-04,157,0,0,0,86596.785
FMR32201502,2025-03-01,789201,Rel Fresh,"New Jersey, US",25891502,AM Biscuits 500,Food,160,2025-03-02,2025-03-02,160,1,1,1,83972.64000000001
FMR33220603,2025-03-01,789220,ShopRite,"New Jersey, US",25891502,AM Biscuits 500,Food,211,2025-03-03,2025-03-03,211,1,1,1,110738.91900000001
FMR33202502,2025-03-01,789202,Rel Fresh,Ahmedabad,25891502,AM Biscuits 500,Food,141,2025-03-03,2025-03-03,134,0,1,0,28200.0
FMR33520502,2025-03-01,789520,Fairway Market,"New Jersey, US",25891502,AM Biscuits 500,Food,173,2025-03-03,2025-03-06,173,1,0,0,90795.41700000002
FMR34520503,2025-03-01,789520,Fairway Market,"New Jersey, US",25891502,AM Biscuits 500,Food,143,2025-03-04,2025-03-07,129,0,0,0,75050.547
FMR33503502,2025-03-01,789503,Viveks Stores,Vadodara,25891502,AM Biscuits 500,Food,238,2025-03-03,2025-03-03,238,1,1,1,47600.0
FMR34503502,2025-03-01,789503,Viveks Stores,Vadodara,25891502,AM Biscuits 500,Food,231,2025-03-04,2025-03-03,231,1,1,1,46200.0
FMR33401603,2025-03-01,789401,Wegmans,"New Jersey, US",25891502,AM Biscuits 500,Food,140,2025-03-03,2025-03-03,133,0,1,0,73476.06000000001
FMR34401503,2025-03-01,789401,Wegmans,"New Jersey, US",25891502,AM Biscuits 500,Food,200,2025-03-04,2025-03-04,200,1,1,1,104965.80000000002
FMR34721502,2025-03-01,789721,Logic Stores,Ahmedabad,25891502,AM Biscuits 500,Food,123,2025-03-04,2025-03-05,98,0,0,0,24600.0
FMR34702502,2025-03-01,789702,Sorefoz Mart,Ahmedabad,25891502,AM Biscuits 500,Food,239,2025-03-04,2025-03-04,215,0,1,0,47800.0
FMR33521502,2025-03-01,789521,Acclaimed Stores,Ahmedabad,25891502,AM Biscuits 500,Food,167,2025-03-03,2025-03-05,167,1,0,0,33400.0
FMR33520502,2025-03-01,789520,Fairway Market,"New Jersey, US",25891403,AM Curd 50,Dairy,359,2025-03-03,2025-03-06,341,0,0,0,31402.268500000002
FMR33320501,2025-03-01,789320,Whole Foods Market,"New Jersey, US",25891403,AM Curd 50,Dairy,239,2025-03-03,2025-03-03,239,1,1,1,20905.6885
FMR34422403,2025-03-01,789422,Lotus Mart,Vadodara,25891403,AM Curd 50,Dairy,265,2025-03-04,2025-03-06,252,0,0,0,2650.0
FMR32903403,2025-03-01,789903,Elite Mart,Vadodara,25891403,AM Curd 50,Dairy,244,2025-03-02,2025-03-02,220,0,1,0,2440.0
FMR32420403,2025-03-01,789420,Lidl,"New Jersey, US",25891403,AM Curd 50,Dairy,397,2025-03-02,2025-03-02,318,0,1,0,34726.1855
FMR33101403,2025-03-01,789101,Costco Wholesale,"New Jersey, US",25891403,AM Curd 50,Dairy,315,2025-03-03,2025-03-03,283,0,1,0,27553.522500000003
FMR32202603,2025-03-01,789202,Rel Fresh,Ahmedabad,25891403,AM Curd 50,Dairy,440,2025-03-02,2025-03-02,440,1,1,1,4400.0
FMR34303602,2025-03-01,789303,Expression Stores,Vadodara,25891403,AM Curd 50,Dairy,427,2025-03-04,2025-03-04,406,0,1,0,4270.0
FMR32121403,2025-03-01,789121,Coolblue,Ahmedabad,25891403,AM Curd 50,Dairy,441,2025-03-02,2025-03-02,441,1,1,1,4410.0
FMR34522403,2025-03-01,789522,Acclaimed Stores,Vadodara,25891403,AM Curd 50,Dairy,320,2025-03-04,2025-03-05,320,1,0,0,3200.0
FMR34103403,2025-03-01,789103,Vijay Stores,Vadodara,25891403,AM Curd 50,Dairy,467,2025-03-04,2025-03-04,420,0,1,0,4670.0
FMR32220503,2025-03-01,789220,ShopRite,"New Jersey, US",25891403,AM Curd 50,Dairy,465,2025-03-02,2025-03-02,372,0,1,0,40674.247500000005
FMR32622503,2025-03-01,789622,Expert Mart,Vadodara,25891503,AM Biscuits 250,Food,208,2025-03-02,2025-03-01,198,0,1,0,20800.0
FMR34622602,2025-03-01,789622,Expert Mart,Vadodara,25891503,AM Biscuits 250,Food,241,2025-03-04,2025-03-04,241,1,1,1,24100.0
FMR33720503,2025-03-01,789720,Colonial Farms,"New Jersey, US",25891503,AM Biscuits 250,Food,146,2025-03-03,2025-03-04,146,1,0,0,38312.51700000001
FMR32220503,2025-03-01,789220,ShopRite,"New Jersey, US",25891503,AM Biscuits 250,Food,115,2025-03-02,2025-03-02,103,0,1,0,30177.667500000003
FMR33220603,2025-03-01,789220,ShopRite,"New Jersey, US",25891503,AM Biscuits 250,Food,239,2025-03-03,2025-03-03,239,1,1,1,62717.065500000004
FMR34321602,2025-03-01,789321,Chiptec Stores,Ahmedabad,25891503,AM Biscuits 250,Food,246,2025-03-04,2025-03-04,246,1,1,1,24600.0
FMR32221603,2025-03-01,789221,Atlas Stores,Ahmedabad,25891503,AM Biscuits 250,Food,158,2025-03-02,2025-03-02,158,1,1,1,15800.0
FMR33221503,2025-03-01,789221,Atlas Stores,Ahmedabad,25891503,AM Biscuits 250,Food,106,2025-03-03,2025-03-03,101,0,1,0,10600.0
FMR32103503,2025-03-01,789103,Vijay Stores,Vadodara,25891503,AM Biscuits 250,Food,126,2025-03-02,2025-03-02,120,0,1,0,12600.0
FMR33401603,2025-03-01,789401,Wegmans,"New Jersey, US",25891503,AM Biscuits 250,Food,161,2025-03-03,2025-03-03,145,0,1,0,42248.734500000006
FMR34401503,2025-03-01,789401,Wegmans,"New Jersey, US",25891503,AM Biscuits 250,Food,192,2025-03-04,2025-03-04,192,1,1,1,50383.584
FMR34721503,2025-03-01,789721,Logic Stores,Ahmedabad,25891503,AM Biscuits 250,Food,144,2025-03-04,2025-03-04,137,0,1,0,14400.0
FMR33320503,2025-03-01,789320,Whole Foods Market,"New Jersey, US",25891503,AM Biscuits 250,Food,140,2025-03-03,2025-03-06,140,1,0,0,36738.030000000006
FMR34520503,2025-03-01,789520,Fairway Market,"New Jersey, US",25891503,AM Biscuits 250,Food,233,2025-03-04,2025-03-07,221,0,0,0,61142.57850000001
FMR32101601,2025-03-01,789101,Costco Wholesale,"New Jersey, US",25891503,AM Biscuits 250,Food,183,2025-03-02,2025-03-02,183,1,1,1,48021.853500000005
FMR32422503,2025-03-01,789422,Lotus Mart,Vadodara,25891503,AM Biscuits 250,Food,138,2025-03-02,2025-03-03,110,0,0,0,13800.0
FMR34603302,2025-03-01,789603,Info Stores,Vadodara,25891103,AM Milk 100,Dairy,378,2025-03-04,2025-03-04,378,1,1,1,9450.0
FMR34702602,2025-03-01,789702,Sorefoz Mart,Ahmedabad,25891103,AM Milk 100,Dairy,480,2025-03-04,2025-03-03,432,0,1,0,12000.0
FMR32601103,2025-03-01,789601,Price Rite,"New Jersey, US",25891103,AM Milk 100,Dairy,310,2025-03-02,2025-03-02,294,0,1,0,27116.165
FMR34601402,2025-03-01,789601,Price Rite,"New Jersey, US",25891103,AM Milk 100,Dairy,388,2025-03-04,2025-03-04,310,0,1,0,33938.942
FMR33303501,2025-03-01,789303,Expression Stores,Vadodara,25891103,AM Milk 100,Dairy,335,2025-03-03,2025-03-03,335,1,1,1,8375.0
FMR32621103,2025-03-01,789621,Expert Mart,Ahmedabad,25891103,AM Milk 100,Dairy,431,2025-03-02,2025-03-02,431,1,1,1,10775.0
FMR34621103,2025-03-01,789621,Expert Mart,Ahmedabad,25891103,AM Milk 100,Dairy,357,2025-03-04,2025-03-04,339,0,1,0,8925.0
FMR32501601,2025-03-01,789501,Best Market,"New Jersey, US",25891103,AM Milk 100,Dairy,318,2025-03-02,2025-03-02,318,1,1,1,27815.937
FMR33501401,2025-03-01,789501,Best Market,"New Jersey, US",25891103,AM Milk 100,Dairy,400,2025-03-03,2025-03-03,400,1,1,1,34988.600000000006
FMR34501203,2025-03-01,789501,Best Market,"New Jersey, US",25891103,AM Milk 100,Dairy,327,2025-03-04,2025-03-04,327,1,1,1,28603.180500000002
FMR34402202,2025-03-01,789402,Propel Mart,Ahmedabad,25891103,AM Milk 100,Dairy,340,2025-03-04,2025-03-04,272,0,1,0,8500.0
FMR32221603,2025-03-01,789221,Atlas Stores,Ahmedabad,25891103,AM Milk 100,Dairy,430,2025-03-02,2025-03-02,430,1,1,1,10750.0
FMR33522103,2025-03-01,789522,Acclaimed Stores,Vadodara,25891103,AM Milk 100,Dairy,384,2025-03-03,2025-03-04,384,1,0,0,9600.0
FMR33503502,2025-03-01,789503,Viveks Stores,Vadodara,25891103,AM Milk 100,Dairy,325,2025-03-03,2025-03-03,309,0,1,0,8125.0
FMR33122301,2025-03-01,789122,Coolblue,Vadodara,25891103,AM Milk 100,Dairy,403,2025-03-03,2025-03-05,403,1,0,0,10075.0
FMR34122103,2025-03-01,789122,Coolblue,Vadodara,25891103,AM Milk 100,Dairy,458,2025-03-04,2025-03-03,458,1,1,1,11450.0
FMR32401103,2025-03-01,789401,Wegmans,"New Jersey, US",25891103,AM Milk 100,Dairy,476,2025-03-02,2025-03-02,476,1,1,1,41636.434
FMR34301103,2025-03-01,789301,Foodtown,"New Jersey, US",25891103,AM Milk 100,Dairy,351,2025-03-04,2025-03-06,351,1,0,0,30702.4965
FMR34902103,2025-03-01,789902,Elite Mart,Ahmedabad,25891103,AM Milk 100,Dairy,456,2025-03-04,2025-03-06,410,0,0,0,11400.0
FMR32202603,2025-03-01,789202,Rel Fresh,Ahmedabad,25891103,AM Milk 100,Dairy,389,2025-03-02,2025-03-02,370,0,1,0,9725.0
FMR34721103,2025-03-01,789721,Logic Stores,Ahmedabad,25891103,AM Milk 100,Dairy,468,2025-03-04,2025-03-06,468,1,0,0,11700.0
FMR33420203,2025-03-01,789420,Lidl,"New Jersey, US",25891103,AM Milk 100,Dairy,357,2025-03-03,2025-03-06,357,1,0,0,31227.325500000003
FMR34420402,2025-03-01,789420,Lidl,"New Jersey, US",25891103,AM Milk 100,Dairy,325,2025-03-04,2025-03-05,325,1,0,0,28428.237500000003
FMR32321103,2025-03-01,789321,Chiptec Stores,Ahmedabad,25891103,AM Milk 100,Dairy,478,2025-03-02,2025-03-03,478,1,0,0,11950.0
FMR33321602,2025-03-01,789321,Chiptec Stores,Ahmedabad,25891103,AM Milk 100,Dairy,465,2025-03-03,2025-03-03,419,0,1,0,11625.0
FMR32422401,2025-03-01,789422,Lotus Mart,Vadodara,25891103,AM Milk 100,Dairy,317,2025-03-02,2025-03-04,317,1,0,0,7925.0
FMR34522601,2025-03-01,789522,Acclaimed Stores,Vadodara,25891601,AM Tea 500,beverages,181,2025-03-04,2025-03-07,163,0,0,0,40725.0
FMR32202603,2025-03-01,789202,Rel Fresh,Ahmedabad,25891601,AM Tea 500,beverages,125,2025-03-02,2025-03-02,119,0,1,0,28125.0
FMR32702601,2025-03-01,789702,Sorefoz Mart,Ahmedabad,25891601,AM Tea 500,beverages,93,2025-03-02,2025-03-02,74,0,1,0,20925.0
FMR33520601,2025-03-01,789520,Fairway Market,"New Jersey, US",25891601,AM Tea 500,beverages,182,2025-03-03,2025-03-05,146,0,0,0,95518.87800000001
FMR32902601,2025-03-01,789902,Elite Mart,Ahmedabad,25891601,AM Tea 500,beverages,93,2025-03-02,2025-03-03,88,0,0,0,20925.0
FMR33103602,2025-03-01,789103,Vijay Stores,Vadodara,25891601,AM Tea 500,beverages,188,2025-03-03,2025-03-03,150,0,1,0,42300.0
FMR33201602,2025-03-01,789201,Rel Fresh,"New Jersey, US",25891601,AM Tea 500,beverages,180,2025-03-03,2025-03-03,171,0,1,0,94469.22000000002
FMR34622602,2025-03-01,789622,Expert Mart,Vadodara,25891601,AM Tea 500,beverages,96,2025-03-04,2025-03-04,91,0,1,0,21600.0
FMR32101601,2025-03-01,789101,Costco Wholesale,"New Jersey, US",25891601,AM Tea 500,beverages,124,2025-03-02,2025-03-02,124,1,1,1,65078.79600000001
FMR34220601,2025-03-01,789220,ShopRite,"New Jersey, US",25891601,AM Tea 500,beverages,78,2025-03-04,2025-03-04,78,1,1,1,40936.662000000004
FMR34122601,2025-03-01,789122,Coolblue,Vadodara,25891601,AM Tea 500,beverages,68,2025-03-04,2025-03-07,61,0,0,0,15300.0
FMR33321601,2025-03-01,789321,Chiptec Stores,Ahmedabad,25891601,AM Tea 500,beverages,157,2025-03-03,2025-03-05,157,1,0,0,35325.0
FMR33903601,2025-03-01,789903,Elite Mart,Vadodara,25891601,AM Tea 500,beverages,93,2025-03-03,2025-03-03,84,0,1,0,20925.0
FMR34621601,2025-03-01,789621,Expert Mart,Ahmedabad,25891601,AM Tea 500,beverages,170,2025-03-04,2025-03-07,170,1,0,0,38250.0
FMR32421601,2025-03-01,789421,Lotus Mart,Ahmedabad,25891601,AM Tea 500,beverages,108,2025-03-02,2025-03-02,103,0,1,0,24300.0
FMR34421601,2025-03-01,789421,Lotus Mart,Ahmedabad,25891601,AM Tea 500,beverages,75,2025-03-04,2025-03-05,75,1,0,0,16875.0
FMR33102601,2025-03-01,789102,Vijay Stores,Ahmedabad,25891601,AM Tea 500,beverages,180,2025-03-03,2025-03-03,180,1,1,1,40500.0
FMR33401603,2025-03-01,789401,Wegmans,"New Jersey, US",25891203,AM Butter 500,Dairy,429,2025-03-03,2025-03-03,429,1,1,1,337727.46150000003
FMR32501601,2025-03-01,789501,Best Market,"New Jersey, US",25891601,AM Tea 500,beverages,139,2025-03-02,2025-03-02,139,1,1,1,72951.23100000001
FMR32603203,2025-03-01,789603,Info Stores,Vadodara,25891203,AM Butter 500,Dairy,460,2025-03-02,2025-03-03,460,1,0,0,138000.0
FMR34420402,2025-03-01,789420,Lidl,"New Jersey, US",25891402,AM Curd 100,Dairy,353,2025-03-04,2025-03-05,353,1,0,0,61754.879
FMR34401402,2025-03-01,789401,Wegmans,"New Jersey, US",25891402,AM Curd 100,Dairy,468,2025-03-04,2025-03-06,468,1,0,0,81873.32400000001
FMR34720402,2025-03-01,789720,Colonial Farms,"New Jersey, US",25891402,AM Curd 100,Dairy,472,2025-03-04,2025-03-05,448,0,0,0,82573.096
FMR34721503,2025-03-01,789721,Logic Stores,Ahmedabad,25891402,AM Curd 100,Dairy,436,2025-03-04,2025-03-04,414,0,1,0,8720.0
FMR34601402,2025-03-01,789601,Price Rite,"New Jersey, US",25891402,AM Curd 100,Dairy,208,2025-03-04,2025-03-04,208,1,1,1,36388.144
